,s,p,o,source,support
567,fuzzy ontology,includes,web ontology language,heuristic,2
568,user query,proposes,resource description framework (rdf),heuristic,1
569,recommendation,uses,web ontology language,heuristic,6
570,resource description framework (rdf),produces,data exchange,heuristic,10
571,web ontology language,provides,web contents,heuristic,2
572,information retrieval,conjunction,ontology alignment,heuristic,1
573,image features,matches,semantic description,heuristic,1
574,ontology alignment,is,semantic web technologies,heuristic,30
575,ontology modeling,uses,web ontology language,heuristic,1
576,knowledge representation,produces,web ontology language,heuristic,14
577,web ontology language,uses,reasoning algorithms,heuristic,5
578,web ontology language,provides,description logics,heuristic,57
579,web ontology language,uses,computer science,heuristic,1
580,semantic description,supports,knowledge discovery,heuristic,1
581,resource description framework (rdf),supports,software agents,heuristic,2
582,resource description framework (rdf),provides,sparql,heuristic,140
583,ontology alignment,extends,model-checking,heuristic,3
584,semantic web services,supports,automated reasoning,heuristic,6
585,distributed systems,is,web ontology language,heuristic,4
586,semantic search engine,improves,semantic relationships,heuristic,3
587,embedded,provides,ontology alignment,heuristic,1
588,linked data,includes,isi,heuristic,1
589,coloured petri nets,converts,web ontology language,heuristic,1
590,software agents,uses,semantic web services,heuristic,12
591,network management,uses,semantic web services,heuristic,1
592,linked data,improves,knowledge transfer,heuristic,1
593,resource description framework (rdf),selects,web-mining,heuristic,1
594,semantic web services,lacks,reusability,heuristic,1
595,web ontology language,uses,fuzzy logics,heuristic,1
596,inference,base,web ontology language,heuristic,2
597,web ontology language,produces,model-checking,heuristic,2
598,ontology alignment,selects,smart phones,heuristic,4
599,ontology alignment,is,ontology alignment,heuristic,7
600,storage systems,matches,semantic web services,heuristic,1
601,linked data,is,component-based software engineering,heuristic,3
602,undirected graph,represents,resource description framework (rdf),heuristic,5
603,semantic interoperability,defines,resource description framework (rdf),heuristic,1
604,vocabulary,uses,semantic description,heuristic,1
605,web engineering,uses,resource description framework (rdf),heuristic,1
606,semantic search engines,requires,verification,heuristic,2
607,link prediction,is,semantic search engines,heuristic,2
608,web ontology language,supports,expert systems,heuristic,3
609,linked data,provides,digital preservation,heuristic,1
610,web ontology language,is,software design patterns,heuristic,2
611,web ontology language,recommends,learning,heuristic,4
612,ontology alignment,provides,embedded,heuristic,2
613,semantic descriptions,produces,transcoding,heuristic,1
614,service architecture,produces,ontology alignment,heuristic,1
615,web ontology language,conjunction,ontology technology,heuristic,2
616,semantic search engine,requires,semantic metadata,heuristic,1
617,hierarchical structures,provides,semantic search engines,heuristic,1
618,system architectures,supports,semantic search engines,heuristic,1
619,semantic metadata,base,semantic web services,heuristic,1
620,semantic web technologies,is,semantic search engines,heuristic,8
621,semantic search engines,uses,semantic web technologies,heuristic,2
622,semantic web services,proposes,process modelling,heuristic,2
623,resource discovery,combines,ontology alignment,heuristic,2
624,resource description framework (rdf),requires,information fusion,heuristic,3
625,ontology learning,conjunction,ontology alignment,heuristic,3
626,linked data,provides,knowledge discovery,heuristic,6
627,resource description framework (rdf),provides,retrieval performance,heuristic,1
628,ontology alignment,represents,faculty,heuristic,3
629,communication,produces,semantic web services,heuristic,5
630,social networks,conjunction,ontology alignment,heuristic,1
631,resource description framework (rdf),is,component-based software engineering,heuristic,2
632,web ontology language,represents,product configuration,heuristic,2
633,database management,produces,semantic web services,heuristic,1
634,linked data,is,user interfaces,heuristic,7
635,semantic search engines,uses,inference,heuristic,3
636,web ontology language,supports,interpretability,heuristic,1
637,semantic relationships,represents,semantic search engines,heuristic,15
638,resource description framework (rdf),is,semantic web technologies,heuristic,87
639,semantic search engines,selects,digital libraries,heuristic,2
640,semantic web services,conjunction,recommendation,heuristic,1
641,virtual reality,base,resource description framework (rdf),heuristic,1
642,semantic search engines,conjunction,information integration,heuristic,2
643,ontology alignment,conjunction,ontology alignment,heuristic,4
644,semantic descriptions,includes,service ontology,heuristic,5
645,semantic search engine,provides,ontology-based,heuristic,19
646,web ontology language,selects,web contents,heuristic,3
647,re-engineering,provides,web ontology language,heuristic,4
648,html5,conjunction,linked data,heuristic,1
649,semantic description,uses,knowledge acquisition,heuristic,1
650,linked data,conjunction,twitter,heuristic,1
651,inference,conjunction,semantic search engines,heuristic,1
652,user profiles,defines,resource description framework (rdf),heuristic,1
653,web applications,produces,linked data,heuristic,8
654,electronic documents,represents,resource description framework (rdf),heuristic,1
655,semantic web services,proposes,robots,heuristic,5
656,sparql,is,resource description framework (rdf),heuristic,151
657,semantic search engines,uses,resource description framework (rdf),heuristic,3
658,ontology building,conjunction,semantic search engines,heuristic,1
659,keyword search,produces,semantic search engines,heuristic,6
660,verification,uses,web ontology language,heuristic,2
661,ontology construction,includes,ontology alignment,heuristic,1
662,ontology integration,conjunction,ontology alignment,heuristic,1
663,personalizations,conjunction,semantic search engines,heuristic,1
664,vocabulary,represents,resource description framework (rdf),heuristic,15
665,web ontology language,proposes,universities,heuristic,2
666,collaborative designs,uses,semantic web services,heuristic,2
667,ontology alignment,converts,web service composition,heuristic,2
668,on-line communities,produces,web ontology language,heuristic,4
669,web ontology language,uses,relational database systems,heuristic,10
670,semantic search engines,improves,keyword search,heuristic,9
671,linked data,is,relational database systems,heuristic,8
672,education,base,resource description framework (rdf),heuristic,3
673,spatial databases,acquires,semantic description,heuristic,2
674,semantic web services,proposes,digital libraries,heuristic,1
675,ontology alignment,uses,knowledge bases,heuristic,1
676,architecture reconstruction,uses,resource description framework (rdf),heuristic,1
677,ontology alignment,uses,software agents,heuristic,1
678,data cleaning,produces,semantic descriptions,heuristic,2
679,semantic description,supports,personalizations,heuristic,1
680,agent technology,uses,semantic web services,heuristic,7
681,semantic description,matches,data warehouses,heuristic,1
682,web ontology language,uses,semantic web technologies,heuristic,19
683,resource description framework (rdf),supports,semantic wikis,heuristic,2
684,semantic web services,requires,privacy,heuristic,1
685,web ontology language,represents,information systems,heuristic,4
686,resource description framework (rdf),improves,distributed environments,heuristic,1
687,semantic web services,conjunction,information integration,heuristic,2
688,semantic web services,provides,web services discovery,heuristic,22
689,web ontology language,produces,semantic web services,heuristic,8
690,ontology alignment,analyzes,semantic similarity measures,heuristic,6
691,smart phones,proposes,semantic search engines,heuristic,1
692,linked data,defines,data warehousing,heuristic,2
693,deterministic,includes,resource description framework (rdf),heuristic,1
694,ontology alignment,is,information exchanges,heuristic,1
695,linked data,proposes,cloud services,heuristic,3
696,petri nets,supports,resource description framework (rdf),heuristic,2
697,ontology alignment,conjunction,sentence similarity,heuristic,2
698,web ontology language,includes,uml profiles,heuristic,6
699,web ontology language,proposes,distributed query processing,heuristic,2
700,collaborative designs,produces,web ontology language,heuristic,3
701,semantic web services,conjunction,search engines,heuristic,1
702,ontology alignment,is,spatial data infrastructure,heuristic,2
703,resource description framework (rdf),selects,parsing algorithm,heuristic,3
704,semantic web services,provides,service compositions,heuristic,12
705,linked data,conjunction,controlled vocabulary,heuristic,7
706,semantic similarity measures,is,ontology alignment,heuristic,6
707,resource description framework (rdf),uses,semantic web technologies,heuristic,6
708,resource description framework (rdf),produces,learning,heuristic,1
709,knowledge acquisition,conjunction,ontology alignment,heuristic,1
710,linked data,produces,semantic metadata,heuristic,2
711,testing and debugging,conjunction,resource description framework (rdf),heuristic,1
712,linked data,links,semantic web services,heuristic,1
713,semantic web technologies,produces,ontology alignment,heuristic,3
714,data integration,proposes,ontology alignment,heuristic,14
715,modeling languages,selects,resource description framework (rdf),heuristic,2
716,semantic description,analyzes,semantic distance,heuristic,6
717,ontology alignment,selects,inference,heuristic,3
718,semantic web services,maintains,fuzzy synthetic evaluation,heuristic,1
719,web ontology language,defines,dynamic logic,heuristic,2
720,linked data,supports,visualization,heuristic,1
721,services selection,is,semantic web services,heuristic,1
722,type systems,provides,linked data,heuristic,5
723,ontology alignment,combines,semantic similarity measures,heuristic,7
724,component-based software engineering,produces,semantic search engine,heuristic,3
725,semantic description,defines,formal models,heuristic,3
726,linked data,supports,information needs,heuristic,2
727,semantic web technologies,provides,resource description framework (rdf),heuristic,72
728,target language,base,semantic description,heuristic,1
729,semantic description,uses,ontology alignment,heuristic,1
730,image search,uses,semantic description,heuristic,1
731,resource description framework (rdf),supports,digital libraries,heuristic,9
732,resource description framework (rdf),provides,dbpedia,heuristic,14
733,linked data,extends,data mining,heuristic,3
734,semantic search engines,produces,web-searching,heuristic,4
735,ontology alignment,provides,background knowledge,heuristic,10
736,semantic web services,base,trust management,heuristic,1
737,ontology alignment,is,distributed environments,heuristic,1
738,resource description framework (rdf),queries,display,heuristic,2
739,semantic search engines,conjunction,wiki,heuristic,1
740,semantic search engine,uses,domain-specific ontologies,heuristic,1
741,description logics,proposes,semantic web services,heuristic,8
742,web ontology language,is,ontology construction,heuristic,1
743,ontology alignment,conjunction,social networks,heuristic,1
744,semantic search engines,conjunction,agent technology,heuristic,1
745,semantic relationships,proposes,web ontology language,heuristic,4
746,semantic web services,provides,automatic service composition,heuristic,2
747,web ontology language,improves,resource description framework (rdf),heuristic,6
748,web ontology language,includes,component-based software engineering,heuristic,1
749,linked data,acquires,semantic relationships,heuristic,1
750,linked data,combines,data warehouses,heuristic,2
751,ontology alignment,is,semantic interoperability,heuristic,18
752,broadcast,base,semantic search engines,heuristic,1
753,web ontology language,provides,context modeling,heuristic,4
754,linked data,is,image processing,heuristic,2
755,business process modelling,represents,ontology alignment,heuristic,1
756,resource description framework (rdf),supports,reasoning algorithms,heuristic,3
757,ontology alignment,is,data integration,heuristic,6
758,linked data,contributes,learning,heuristic,5
759,ontology alignment,proposes,ontology merging,heuristic,20
760,web ontology language,represents,ontology-based,heuristic,78
761,semantic relationships,defines,resource description framework (rdf),heuristic,5
762,web ontology language,converts,description logics,heuristic,21
763,linked data,conjunction,natural language processing systems,heuristic,4
764,semantic web services,analyzes,learning,heuristic,1
765,semantic search engines,improves,semantic metadata,heuristic,3
766,clustering algorithms,represents,web ontology language,heuristic,2
767,web ontology language,uses,modeling languages,heuristic,4
768,hashing,supports,semantic search engines,heuristic,1
769,broker pattern,provides,semantic web services,heuristic,12
770,intelligent agents,conjunction,resource description framework (rdf),heuristic,1
771,information retrieval,uses,semantic search engines,heuristic,15
772,relational database systems,produces,semantic web services,heuristic,1
773,semantic interoperability,guides,ontology alignment,heuristic,8
774,trade,combines,semantic web services,heuristic,1
775,web ontology language,supports,web ontology language,heuristic,27
776,display,is,linked data,heuristic,1
777,knowledge representation,selects,linked data,heuristic,2
778,web ontology language,is,haptics,heuristic,1
779,wordnet,base,web ontology language,heuristic,1
780,knowledge bases,uses,semantic search engine,heuristic,3
781,knowledge management systems,uses,web ontology language,heuristic,1
782,resource description framework (rdf),guides,knowledge representation,heuristic,27
783,semantic search engines,is,reasoning algorithms,heuristic,11
784,semantic search engines,conjunction,text mining,heuristic,1
785,semantic web services,produces,customer services,heuristic,3
786,resource description framework (rdf),proposes,semantic desktop,heuristic,1
787,web ontology language,produces,fuzzy ontology,heuristic,1
788,web-mining,conjunction,ontology alignment,heuristic,1
789,decision trees,improves,ontology alignment,heuristic,1
790,semantic web services,supports,services selection,heuristic,2
791,semantic search engine,uses,knowledge bases,heuristic,4
792,resource description framework (rdf),base,education,heuristic,1
793,semantic web service discovery,proposes,ontology alignment,heuristic,6
794,ubiquitous computing environment,uses,web ontology language,heuristic,5
795,sensor networks,limits,ontology alignment,heuristic,1
796,semantic web services,uses,ontology technology,heuristic,3
797,information extraction,conjunction,ontology alignment,heuristic,2
798,semantic search engines,conjunction,personalizations,heuristic,1
799,web ontology language,supports,automation,heuristic,3
800,ontology-based,provides,linked data,heuristic,72
801,semantic descriptions,is,resource description framework (rdf),heuristic,3
802,constraint language,uses,resource description framework (rdf),heuristic,3
803,web ontology language,conjunction,ontology technology,heuristic,1
804,linked data,guides,domain knowledge,heuristic,4
805,resource description framework (rdf),provides,world wide web,heuristic,22
806,context modeling,conjunction,ontology alignment,heuristic,1
807,software product lines,includes,semantic description,heuristic,3
808,ontology alignment,proposes,dynamic environments,heuristic,2
809,resource description framework (rdf),supports,knowledge management,heuristic,6
810,semantic web technologies,improves,semantic description,heuristic,21
811,resource description framework (rdf),produces,cloud services,heuristic,3
812,tool support,automates,resource description framework (rdf),heuristic,2
813,intelligent tutoring systems,uses,web ontology language,heuristic,1
814,semantic description,produces,user interfaces,heuristic,2
815,semantic web services,extends,supply chain coordination,heuristic,3
816,user interfaces,supports,resource description framework (rdf),heuristic,3
817,ontology alignment,conjunction,knowledge acquisition,heuristic,1
818,web browsing,links,linked data,heuristic,1
819,database systems,represents,semantic search engines,heuristic,3
820,semantic web services,is,component-based software engineering,heuristic,3
821,ontology alignment,is,semantic interoperability,heuristic,9
822,web ontology language,provides,distributed environments,heuristic,1
823,semantic web technologies,limits,semantic search engine,heuristic,5
824,resource description framework (rdf),proposes,extensible markup language,heuristic,10
825,wiki,provides,linked data,heuristic,7
826,semantic web services,produces,clustering algorithms,heuristic,2
827,background knowledge,provides,ontology alignment,heuristic,1
828,fuzzy extension,produces,web ontology language,heuristic,3
829,visualization,base,resource description framework (rdf),heuristic,1
830,linked data,provides,web applications,heuristic,3
831,fuzzy logics,uses,semantic description,heuristic,3
832,wiki,represents,resource description framework (rdf),heuristic,5
833,resource description framework (rdf),improves,document representation,heuristic,1
834,virtual machines,is,resource description framework (rdf),heuristic,2
835,data management,uses,resource description framework (rdf),heuristic,2
836,reasoning algorithms,uses,resource description framework (rdf),heuristic,13
837,web ontology language,provides,semantic interoperability,heuristic,3
838,resource description framework (rdf),requires,ontology modeling,heuristic,2
839,semantic interoperability,converts,linked data,heuristic,1
840,information needs,proposes,web ontology language,heuristic,2
841,semantic web services,provides,dynamic composition,heuristic,9
842,web ontology language,represents,enterprise architecture,heuristic,1
843,schema integration,conjunction,ontology alignment,heuristic,1
844,semantic web services,matches,semantic distance,heuristic,9
845,web ontology language,uses,collaborative designs,heuristic,3
846,resource description framework (rdf),provides,vocabulary,heuristic,9
847,bayesian networks,base,resource description framework (rdf),heuristic,2
848,semantic description,uses,knowledge representation,heuristic,1
849,descriptors,includes,semantic description,heuristic,2
850,semantic search engines,uses,user query,heuristic,8
851,semantic web services,automates,social networks,heuristic,4
852,web ontology language,provides,reasoning algorithms,heuristic,24
853,semantic web services,conjunction,semantic search engine,heuristic,1
854,resource description framework (rdf),improves,visualization,heuristic,1
855,resource description framework (rdf),represents,web information,heuristic,3
856,semantic web services,improves,web service description,heuristic,7
857,answering queries,maintains,linked data,heuristic,1
858,semantic description,improves,cache,heuristic,2
859,semantic search engine,acquires,web contents,heuristic,4
860,web applications,is,semantic description,heuristic,2
861,web ontology language,produces,search engines,heuristic,3
862,semantic relationships,proposes,linked data,heuristic,1
863,linked data,produces,distributed database,heuristic,2
864,linked data,uses,natural languages,heuristic,7
865,engine,uses,resource description framework (rdf),heuristic,1
866,pattern,uses,web ontology language,heuristic,1
867,distributed architectures,proposes,semantic web services,heuristic,4
868,information extraction,provides,semantic search engines,heuristic,6
869,geology,base,resource description framework (rdf),heuristic,1
870,web ontology language,provides,question answering systems,heuristic,2
871,contracts,proposes,web ontology language,heuristic,2
872,semantic description,provides,automation,heuristic,4
873,component-based software engineering,defines,web ontology language,heuristic,7
874,linked data,conjunction,data visualization,heuristic,1
875,semantic web services,extends,context information,heuristic,7
876,product design,is,semantic search engines,heuristic,2
877,semantic web services,analyzes,value function approximation,heuristic,2
878,data warehouses,uses,ontology alignment,heuristic,3
879,web ontology language,provides,data integration,heuristic,2
880,resource description framework (rdf),queries,optimization,heuristic,1
881,semantic search engine,provides,semantic web technologies,heuristic,9
882,web 2.0,selects,resource description framework (rdf),heuristic,2
883,linked data,requires,information fusion,heuristic,5
884,semantic descriptions,conjunction,intelligent agents,heuristic,4
885,linked data,conjunction,multilingualism,heuristic,1
886,ontology-based,provides,semantic search engines,heuristic,48
887,ontology alignment,conjunction,word sense disambiguation,heuristic,1
888,linked data,produces,hierarchical models,heuristic,1
889,web ontology language,includes,uml profiles,heuristic,3
890,information management,base,ontology alignment,heuristic,1
891,user interfaces,supports,web ontology language,heuristic,1
892,semantic web technologies,provides,resource description framework (rdf),heuristic,329
893,resource description framework (rdf),produces,data exchange,heuristic,1
894,pattern,represents,linked data,heuristic,8
895,web ontology language,produces,domain-specific ontologies,heuristic,3
896,email,links,linked data,heuristic,1
897,linked data,extends,web searches,heuristic,1
898,information retrieval,base,web ontology language,heuristic,1
899,linked data,analyzes,semantic distance,heuristic,1
900,clone detection,provides,ontology alignment,heuristic,2
901,semantic description,defines,grid services,heuristic,2
902,libraries,produces,semantic search engine,heuristic,1
903,mobile devices,defines,web ontology language,heuristic,1
904,world wide web,publishes,resource description framework (rdf),heuristic,9
905,semantic search engines,produces,purchase,heuristic,3
906,linked open data,includes,web ontology language,heuristic,1
907,sensors,proposes,linked data,heuristic,5
908,linked data,proposes,data exchange,heuristic,6
909,semantic web services,proposes,services discovery,heuristic,3
910,programming languages,conjunction,resource description framework (rdf),heuristic,1
911,semantic descriptions,conjunction,semantic search engine,heuristic,1
912,resource description framework (rdf),provides,formal approach,heuristic,1
913,semantic description,uses,natural language processing systems,heuristic,1
914,engineering,links,ontology alignment,heuristic,3
915,resource description framework (rdf),supports,graphical representations,heuristic,2
916,semantic web services,supports,grid services,heuristic,3
917,semantic search engines,analyzes,user profiles,heuristic,1
918,ontology alignment,defines,folksonomies,heuristic,1
919,web ontology language,produces,grid services,heuristic,3
920,ontology evolution,extends,resource description framework (rdf),heuristic,1
921,domain knowledge,converts,web ontology language,heuristic,7
922,sparql,is,resource description framework (rdf),heuristic,23
923,vocabulary,proposes,resource description framework (rdf),heuristic,4
924,relational database systems,uses,resource description framework (rdf),heuristic,3
925,semantic web services,base,shortest paths,heuristic,1
926,linked data,conjunction,spatial data infrastructure,heuristic,1
927,matching algorithm,base,semantic web services,heuristic,1
928,data mining,maintains,ontology alignment,heuristic,1
929,web ontology language,produces,internet,heuristic,7
930,semantic web services,improves,service delivery,heuristic,1
931,knowledge representation,conjunction,ontology alignment,heuristic,1
932,petri nets,proposes,semantic web services,heuristic,15
933,word sense disambiguation,is,ontology alignment,heuristic,1
934,data mining,uses,linked data,heuristic,4
935,ontology alignment,conjunction,ontology learning,heuristic,1
936,cognitive science,supports,ontology alignment,heuristic,1
937,semantic wikis,represents,resource description framework (rdf),heuristic,3
938,ontology learning,uses,resource description framework (rdf),heuristic,1
939,semantic search engines,uses,semantic web technologies,heuristic,7
940,semantic descriptions,is,semantic web technologies,heuristic,5
941,web ontology language,uses,linked data,heuristic,6
942,semantic search engines,provides,knowledge bases,heuristic,7
943,web ontology language,proposes,social networks,heuristic,2
944,semantic web services,produces,information needs,heuristic,2
945,ontology language,supports,resource description framework (rdf),heuristic,13
946,semantic search engines,base,database systems,heuristic,1
947,relational database systems,uses,resource description framework (rdf),heuristic,33
948,semantic description,provides,business process execution language,heuristic,2
949,ontology alignment,matches,matching algorithm,heuristic,1
950,linked open data,includes,resource description framework (rdf),heuristic,3
951,ontology alignment,conjunction,schema matching,heuristic,1
952,web ontology language,is,world wide web,heuristic,15
953,information retrieval technology,guides,semantic search engine,heuristic,2
954,natural languages,supports,semantic descriptions,heuristic,3
955,semantic search engines,uses,recommendation,heuristic,4
956,multilingualism,conjunction,linked data,heuristic,1
957,semantic search engines,uses,education,heuristic,1
958,semantic web services,automates,ontology alignment,heuristic,1
959,semantic search engines,conjunction,link prediction,heuristic,1
960,web ontology language,is,programming languages,heuristic,1
961,blogs,publishes,linked data,heuristic,2
962,semantic web services,proposes,planning algorithms,heuristic,4
963,web ontology language,provides,automated reasoning,heuristic,7
964,world wide web,recommends,web ontology language,heuristic,6
965,semantic web services,automates,web services discovery,heuristic,2
966,web development,requires,semantic web services,heuristic,3
967,investments,base,linked data,heuristic,3
968,background knowledge,uses,linked data,heuristic,5
969,semantic web services,provides,tool support,heuristic,1
970,web ontology language,provides,visualization,heuristic,1
971,semantic web services,analyzes,visualization,heuristic,3
972,service ontology,supports,semantic descriptions,heuristic,3
973,undirected graph,represents,web ontology language,heuristic,1
974,ontology alignment,is,information retrieval,heuristic,9
975,resource description framework (rdf),uses,process modelling,heuristic,2
976,semantic web services,standardizes,knowledge-sharing,heuristic,1
977,web ontology language,provides,inference,heuristic,1
978,web ontology language,uses,services discovery,heuristic,1
979,data mining,produces,web ontology language,heuristic,2
980,resource description framework (rdf),is,information retrieval,heuristic,1
981,ontology alignment,analyzes,description logics,heuristic,4
982,linked data,is,reasoning algorithms,heuristic,7
983,resource description framework (rdf),analyzes,semantic descriptions,heuristic,1
984,knowledge-sharing,represents,ontology alignment,heuristic,2
985,knowledge representation,uses,web ontology language,heuristic,16
986,ontology alignment,is,information systems,heuristic,5
987,semantic search engines,acquires,background knowledge,heuristic,3
988,semantic search engine,conjunction,world wide web,heuristic,1
989,ontology merging,automates,web ontology language,heuristic,2
990,schema matching,conjunction,ontology alignment,heuristic,1
991,grid environments,maintains,ontology alignment,heuristic,1
992,web ontology language,uses,resource discovery,heuristic,3
993,ontology alignment,matches,query rewritings,heuristic,1
994,web ontology language,uses,recommendation,heuristic,3
995,learning,proposes,ontology alignment,heuristic,2
996,resource description framework (rdf),supports,information needs,heuristic,3
997,dbpedia,evaluates,semantic search engines,heuristic,1
998,semantic description,acquires,wordnet,heuristic,1
999,semantic search engines,matches,rdf graph,heuristic,1
1000,web ontology language,base,sparql,heuristic,22
1001,resource description framework (rdf),selects,engine,heuristic,2
1002,semantic relationships,supports,semantic web services,heuristic,19
1003,knowledge bases,proposes,resource description framework (rdf),heuristic,2
1004,topology,matches,resource description framework (rdf),heuristic,1
1005,dbpedia,produces,resource description framework (rdf),heuristic,2
1006,resource description framework (rdf),proposes,fuzzy extension,heuristic,1
1007,social webs,supports,linked data,heuristic,1
1008,verification,supports,semantic web services,heuristic,3
1009,linked data,provides,question answering systems,heuristic,6
1010,grid services,provides,semantic web services,heuristic,2
1011,semantic web services,represents,computer science,heuristic,2
1012,semantic search engines,uses,mobile phones,heuristic,2
1013,semantic search engines,is,component-based software engineering,heuristic,1
1014,curriculum,represents,ontology alignment,heuristic,1
1015,ontology-based,produces,ontology alignment,heuristic,35
1016,semantic search engine,selects,internet,heuristic,3
1017,information management,evaluates,ontology alignment,heuristic,1
1018,mobile robotics,produces,semantic description,heuristic,2
1019,web ontology language,represents,knowledge engineering,heuristic,1
1020,dbpedia,publishes,linked data,heuristic,21
1021,web searches,proposes,resource description framework (rdf),heuristic,3
1022,spatial data infrastructure,uses,semantic search engines,heuristic,2
1023,information systems,proposes,resource description framework (rdf),heuristic,3
1024,semantic description,base,domain knowledge,heuristic,1
1025,web ontology language,uses,component repository,heuristic,3
1026,semantic search engine,acquires,component-based software engineering,heuristic,1
1027,geoprocessing,base,web ontology language,heuristic,2
1028,ontology alignment,uses,domain-specific ontologies,heuristic,3
1029,radio frequency identification technology,combines,semantic web services,heuristic,1
1030,linked data,produces,database systems,heuristic,8
1031,inference,is,linked data,heuristic,2
1032,ontology alignment,defines,undirected graph,heuristic,2
1033,ontology alignment,base,wordnet,heuristic,8
1034,storage systems,base,resource description framework (rdf),heuristic,1
1035,ontology alignment,automates,query rewritings,heuristic,2
1036,information retrieval,maintains,ontology alignment,heuristic,3
1037,relational database systems,acquires,web ontology language,heuristic,9
1038,sparql,uses,semantic web services,heuristic,2
1039,semantic web technologies,publishes,linked data,heuristic,38
1040,web ontology language,proposes,agent technology,heuristic,2
1041,ontology alignment,uses,query processing,heuristic,1
1042,ontology alignment,uses,dbpedia,heuristic,1
1043,linked data,produces,semantic relationships,heuristic,4
1044,ontology technology,uses,web ontology language,heuristic,4
1045,resource description framework (rdf),produces,inference,heuristic,14
1046,service matching,uses,semantic web services,heuristic,7
1047,world wide web,conjunction,semantic search engine,heuristic,1
1048,ontology alignment,conjunction,context modeling,heuristic,1
1049,resource description framework (rdf),maintains,quality of softwares,heuristic,1
1050,augmented reality,improves,linked data,heuristic,3
1051,service architecture,produces,semantic descriptions,heuristic,1
1052,ontology alignment,produces,information systems,heuristic,3
1053,ontology alignment,selects,libraries,heuristic,3
1054,resource description framework (rdf),visualizes,hyperlinks,heuristic,1
1055,semantic description,represents,semantic web technologies,heuristic,2
1056,semantic web services,queries,information retrieval,heuristic,2
1057,digital libraries,produces,semantic web services,heuristic,1
1058,insert,improves,semantic web services,heuristic,1
1059,semantic similarity measures,conjunction,linked data,heuristic,1
1060,authorization,base,semantic web services,heuristic,3
1061,web contents,provides,semantic search engines,heuristic,10
1062,semantic search engines,selects,hier-archical clustering,heuristic,3
1063,web ontology language,defines,ontology-based,heuristic,183
1064,resource description framework (rdf),includes,web contents,heuristic,3
1065,automated reasoning,converts,linked data,heuristic,3
1066,web ontology language,combines,defeasible logic,heuristic,1
1067,web ontology language,improves,web applications,heuristic,1
1068,ontology alignment,is,architectural tactics,heuristic,1
1069,agent technology,proposes,semantic description,heuristic,3
1070,information retrieval,uses,semantic web services,heuristic,2
1071,ontology alignment,provides,ontology-based,heuristic,124
1072,ontology alignment,uses,clone detection,heuristic,1
1073,domain-specific ontologies,uses,resource description framework (rdf),heuristic,3
1074,linked data,uses,sparql,heuristic,15
1075,semantic web services,conjunction,user profiles,heuristic,1
1076,language acquisition,uses,linked data,heuristic,1
1077,linked data,provides,search engines,heuristic,4
1078,pattern recognition,conjunction,web ontology language,heuristic,1
1079,vocabulary,converts,web ontology language,heuristic,5
1080,web ontology language,uses,knowledge representation,heuristic,6
1081,linked data,improves,sensors,heuristic,1
1082,semantic web rule languages,uses,linked data,heuristic,2
1083,service orchestration,conjunction,ontology alignment,heuristic,1
1084,vector space models,conjunction,semantic search engines,heuristic,1
1085,resource description framework (rdf),supports,wiki,heuristic,2
1086,visualization,uses,semantic search engine,heuristic,1
1087,semantic search engines,improves,knowledge-sharing,heuristic,2
1088,semantic web technologies,provides,semantic description,heuristic,3
1089,semantic search engines,conjunction,communication,heuristic,1
1090,semantic web services,matches,user query,heuristic,7
1091,semantic similarity measures,is,semantic web services,heuristic,4
1092,semantic search engines,conjunction,semantic web service discovery,heuristic,1
1093,semantic web technologies,proposes,semantic search engine,heuristic,1
1094,formal specifications,base,web ontology language,heuristic,1
1095,resource description framework (rdf),acquires,semantic relationships,heuristic,16
1096,web ontology language,produces,knowledge bases,heuristic,5
1097,natural languages,includes,semantic search engines,heuristic,4
1098,web ontology language,guides,access control,heuristic,4
1099,web ontology language,is,abstract syntax,heuristic,2
1100,resource description framework (rdf),conjunction,programming languages,heuristic,1
1101,knowledge bases,uses,web ontology language,heuristic,9
1102,semantic description,supports,web service composition,heuristic,2
1103,ontology development,uses,web ontology language,heuristic,2
1104,java,selects,semantic web services,heuristic,4
1105,semantic web technologies,provides,semantic descriptions,heuristic,7
1106,ontology alignment,conjunction,service orchestration,heuristic,1
1107,natural language understanding,conjunction,semantic search engines,heuristic,2
1108,automation,is,semantic description,heuristic,3
1109,resource description framework (rdf),uses,cloud computing,heuristic,7
1110,web ontology language,produces,security policies,heuristic,2
1111,web ontology language,supports,information integration,heuristic,1
1112,ontology alignment,proposes,clustering algorithms,heuristic,3
1113,resource description framework (rdf),improves,query execution,heuristic,2
1114,stock exchange,base,linked data,heuristic,3
1115,resource description framework (rdf),supports,access control,heuristic,3
1116,mobile terminals,links,linked data,heuristic,1
1117,dublin core,learns,web ontology language,heuristic,3
1118,ontology building,conjunction,ontology alignment,heuristic,2
1119,semantic web services,conjunction,shape optimization,heuristic,1
1120,web ontology language,analyzes,bayesian approaches,heuristic,1
1121,linked data,represents,sharing knowledge,heuristic,3
1122,user experience,proposes,resource description framework (rdf),heuristic,2
1123,digital contents,provides,semantic search engines,heuristic,1
1124,resource description framework (rdf),uses,web applications,heuristic,9
1125,web ontology language,is,ontology modeling,heuristic,1
1126,web ontology language,defines,verification,heuristic,1
1127,linked data,acquires,points of interest,heuristic,1
1128,semantic relationships,selects,ontology alignment,heuristic,5
