,s,p,o,source,support
584,rule engine,includes,linked data,openie,1
585,ontology alignment,includes,ontology integration,openie,4
586,user navigation,supports,semantic search engines,heuristic,1
587,linked data,uses,computer hardware,heuristic,1
588,building model,provides,web ontology language,heuristic,4
589,radio,represents,web ontology language,heuristic,1
590,reasoning algorithms,uses,web ontology language,heuristic,10
591,semantic descriptions,uses,semantic description,heuristic,1
592,ontology learning,includes,ontology alignment,openie,1
593,linked data,includes,relational database systems,openie,1
594,java,uses,resource description framework (rdf),heuristic,1
595,web ontology language,includes,computer systems,openie,1
596,web ontology language,includes,knowledge representation,openie,3
597,semantic web services,combines,semantic web technologies,heuristic,31
598,expert systems,conjunction,web ontology language,heuristic,1
599,back propagation neural networks,includes,semantic web services,openie,1
600,database management,includes,semantic web services,openie,1
601,semantic search engine,includes,semantic wikis,openie,1
602,web ontology language,includes,ontology construction,openie,1
603,ontology-based,selects,ontology alignment,heuristic,194
604,mobile,base,semantic web services,heuristic,2
605,service-oriented computing,includes,semantic web services,openie,1
606,resource description framework (rdf),acquires,semantic relationships,heuristic,2
607,cloud storages,includes,semantic search engines,openie,1
608,dynamic environments,produces,resource description framework (rdf),heuristic,2
609,semantic search engines,includes,semantic web technologies,openie,2
610,semantic description,provides,semantic web services,heuristic,3
611,multimedia contents,uses,web ontology language,heuristic,1
612,information systems,proposes,resource description framework (rdf),heuristic,2
613,standard model,proposes,web ontology language,heuristic,3
614,semantic web services,includes,shape optimization,openie,1
615,petri nets,includes,semantic web services,openie,4
616,semantic web services,includes,software agents,openie,3
617,semantic web services,extends,decryption,heuristic,1
618,anomaly detection,includes,semantic search engines,openie,1
619,web contents,includes,semantic search engines,openie,1
620,jxta,produces,semantic web services,heuristic,2
621,linked data,includes,digital libraries,openie,8
622,resource description framework (rdf),includes,web engineering,openie,2
623,resource description framework (rdf),includes,knowledge management,openie,1
624,sparql,links,linked data,heuristic,18
625,ontology alignment,conjunction,ontology modeling,heuristic,1
626,world wide web,acquires,resource description framework (rdf),heuristic,18
627,electronic commerce,conjunction,semantic web services,heuristic,1
628,image databases,includes,semantic description,heuristic,2
629,web ontology language,includes,dynamic service composition,openie,1
630,semantic relationships,includes,semantic search engine,openie,1
631,semantic search engine,includes,web contents,openie,2
632,dublin core,represents,resource description framework (rdf),heuristic,2
633,web engineering,base,semantic web services,heuristic,1
634,energy conservation,includes,semantic web services,openie,1
635,linked data,improves,information retrieval,heuristic,3
636,semantic search engines,represents,semantic concept,heuristic,2
637,resource description framework (rdf),provides,linked open data,heuristic,3
638,web ontology language,includes,ontology design,openie,1
639,vocabulary,includes,linked data,openie,1
640,web ontology language,represents,decision models,heuristic,2
641,ontology alignment,includes,semantic similarity measures,openie,1
642,linked data,includes,vocabulary,openie,1
643,linked data,includes,sensor networks,heuristic,3
644,pervasive computing,includes,semantic search engines,openie,1
645,description logics,supports,resource description framework (rdf),heuristic,1
646,ontology alignment,selects,libraries,heuristic,2
647,semantic web services,acquires,petri nets,heuristic,15
648,semantic web services,supports,learning objects,heuristic,5
649,semantic description,automates,service compositions,heuristic,1
650,fuzzy sets theory,includes,ontology alignment,openie,1
651,re-engineering,uses,linked data,heuristic,4
652,distributed computing,supports,linked data,heuristic,1
653,semantic description,includes,domain knowledge,openie,1
654,web ontology language,combines,reasoning algorithms,heuristic,5
655,ontology alignment,conjunction,change detection,heuristic,1
656,linked data,includes,reasoning algorithms,heuristic,2
657,linked open data,conjunction,semantic search engine,heuristic,1
658,query processing,includes,semantic search engine,openie,1
659,resource description framework (rdf),uses,formal models,heuristic,1
660,document classification,uses,ontology alignment,heuristic,2
661,information extraction,includes,ontology alignment,openie,1
662,semantic search engines,includes,ontology construction,openie,1
663,semantic web technologies,combines,web ontology language,openie,1
664,cloud services,improves,semantic description,heuristic,1
665,resource description framework (rdf),conjunction,xpath,heuristic,1
666,enterprise architecture,uses,resource description framework (rdf),heuristic,1
667,resource description framework (rdf),provides,data integration,heuristic,7
668,web ontology language,provides,web contents,heuristic,1
669,web ontology language,uses,ontology alignment,heuristic,1
670,semantic search engine,includes,fuzzy ontology,openie,1
671,semantic web technologies,includes,semantic description,openie,2
672,web ontology language,represents,ontology-based,openie,5
673,search engines,includes,semantic search engine,heuristic,9
674,system architectures,proposes,resource description framework (rdf),heuristic,1
675,matching algorithm,includes,semantic web services,openie,3
676,parameterizations,proposes,resource description framework (rdf),heuristic,1
677,semantic search engines,is,web-mining,heuristic,2
678,ontology alignment,base,rough sets theory,heuristic,1
679,linked data,requires,ontology-based,openie,2
680,linked data,improves,information exchanges,heuristic,4
681,ontology construction,supports,web ontology language,heuristic,3
682,linked data,includes,knowledge representation,openie,2
683,inference,represents,web ontology language,heuristic,3
684,linked data,includes,knowledge transfer,openie,1
685,agent-based,includes,web ontology language,heuristic,1
686,linked data,includes,logic programming,openie,1
687,index structure,includes,semantic search engines,openie,1
688,libraries,uses,resource description framework (rdf),openie,2
689,semantic web services,includes,p2p computing,openie,1
690,database systems,produces,resource description framework (rdf),heuristic,23
691,semantic web services,extends,web development,heuristic,1
692,ontology integration,acquires,ontology alignment,heuristic,2
693,semantic web services,provides,software architectures,heuristic,1
694,wordnet,includes,web ontology language,openie,2
695,resource description framework (rdf),selects,social networks,heuristic,6
696,resource description framework (rdf),includes,social networks,openie,1
697,web ontology language,includes,web ontology language,openie,45
698,distributed storage,queries,resource description framework (rdf),heuristic,2
699,semantic search engines,is,information retrieval,heuristic,9
700,ontology alignment,produces,model transformations,heuristic,1
701,concept lattices,includes,linked data,openie,1
702,linked data,includes,natural languages,openie,1
703,ontology alignment,includes,data cleaning,openie,1
704,semantic web technologies,includes,ontology alignment,openie,1
705,semantic description,includes,distributed applications,openie,1
706,data warehouses,uses,web ontology language,heuristic,1
707,ontology alignment,proposes,user interfaces,heuristic,1
708,linked data,produces,internet,heuristic,19
709,semantic description,improves,digital libraries,heuristic,6
710,component-based software engineering,is,ontology alignment,openie,1
711,web ontology language,includes,ontology-based,openie,27
712,linked data,includes,information retrieval,openie,2
713,information retrieval,includes,ontology alignment,heuristic,6
714,learning,uses,resource description framework (rdf),heuristic,3
715,web ontology language,includes,xml schemas,openie,1
716,resource description framework (rdf),analyzes,change detection,heuristic,5
717,mashup,is,semantic search engines,heuristic,1
718,linked data,includes,natural language processing systems,openie,4
719,sensors,improves,semantic description,heuristic,1
720,ontology alignment,uses,sensors,heuristic,1
721,linked data,includes,libraries,openie,3
722,electronic commerce,includes,semantic web services,openie,4
723,ontology alignment,analyzes,service compositions,heuristic,1
724,semantic web services,is,temporal properties,heuristic,2
725,cloud computing,proposes,semantic search engine,heuristic,3
726,shape optimization,conjunction,semantic web services,heuristic,1
727,web ontology language,uses,data exchange,heuristic,1
728,data caches,selects,linked data,heuristic,3
729,ontology-based,includes,semantic web services,openie,39
730,social networks,includes,ontology alignment,openie,1
731,semantic search engines,includes,knowledge management,openie,2
732,software agents,interacts,semantic description,heuristic,2
733,information systems,conjunction,ontology alignment,heuristic,1
734,semantic search engines,includes,information fusion,openie,1
735,linked data,uses,resource description framework (rdf),heuristic,13
736,extreme programming,defines,web ontology language,heuristic,8
737,semantic web services,analyzes,semantic data,heuristic,2
738,semantic search engine,produces,fuzzy ontology,heuristic,1
739,libraries,includes,linked data,openie,2
740,linked data,includes,reusability,openie,1
741,resource description framework (rdf),is,knowledge-sharing,heuristic,2
742,ontology alignment,uses,answering queries,heuristic,6
743,resource description framework (rdf),provides,ontology-based,heuristic,186
744,question answering systems,produces,semantic search engine,heuristic,2
745,linked data,uses,semantic web technologies,openie,1
746,index structure,includes,resource description framework (rdf),openie,1
747,semantic description,includes,grid resources,openie,1
748,supervised machine learning,uses,resource description framework (rdf),heuristic,1
749,linked data,provides,user experience,heuristic,3
750,semantic web services,includes,semantic search engine,openie,1
751,ontology alignment,includes,knowledge-sharing,openie,1
752,semantic web services,maintains,graphical models,heuristic,1
753,semantic search engine,includes,knowledge bases,openie,2
754,database systems,is,linked data,openie,1
755,linked data,analyzes,linked open data,heuristic,8
756,ontology alignment,combines,inference,heuristic,1
757,social search,includes,semantic search engines,openie,2
758,semantic search engines,includes,information retrieval,openie,2
759,reconstruction,supports,semantic search engines,heuristic,2
760,machine learning techniques,includes,ontology alignment,openie,1
761,web ontology language,produces,vocabulary,heuristic,1
762,semantic search engines,includes,vector space models,openie,1
763,adaptive hypermedia,conjunction,linked data,heuristic,1
764,semantic web services,requires,knowledge discovery,heuristic,1
765,semantic search engine,acquires,ontology technology,heuristic,5
766,resource description framework (rdf),improves,libraries,heuristic,5
767,contracts,processes,semantic description,heuristic,1
768,orthography,includes,semantic search engines,openie,1
769,semantic heterogeneity,proposes,ontology alignment,heuristic,4
770,semantic web services,produces,intelligent agents,heuristic,7
771,linked data,produces,java,heuristic,1
772,ontology technology,includes,ontology alignment,openie,1
773,text summarization,includes,semantic search engines,openie,1
774,resource description framework (rdf),includes,bipartite graphs,openie,1
775,knowledge discovery,uses,linked data,heuristic,5
776,semantic web services,conjunction,knowledge bases,heuristic,1
777,vocabulary,uses,semantic search engines,heuristic,1
778,web ontology language,is,extreme programming,heuristic,4
779,semantic descriptions,includes,semantic descriptions,openie,5
780,web ontology language,includes,knowledge exchange,openie,1
781,linked data,conjunction,mobile web,heuristic,1
782,semantic web technologies,includes,semantic web services,openie,1
783,semantic search engine,includes,social networks,openie,2
784,web services discovery,includes,ontology alignment,openie,1
785,semantic web services,includes,blogging,openie,2
786,ontology construction,conjunction,semantic search engines,heuristic,1
787,wiki,provides,semantic search engines,heuristic,2
788,linked data,uses,resource description framework (rdf),openie,2
789,ontology alignment,includes,natural language generation,openie,1
790,linked data,produces,recommendation,heuristic,3
791,semantic search engines,improves,web searches,openie,1
792,grid environments,produces,resource description framework (rdf),heuristic,2
793,semantic search engines,selects,natural language processing systems,heuristic,4
794,semantic web technologies,includes,linked data,openie,29
795,semantic search engine,includes,semantic web technologies,openie,4
796,web contents,is,semantic description,heuristic,1
797,data security,conjunction,semantic description,heuristic,2
798,linked data,includes,automated reasoning,openie,1
799,sparql,queries,resource description framework (rdf),openie,2
800,semantic web services,includes,service-oriented computing,openie,2
801,cloud computing,includes,semantic search engine,openie,1
802,ontology alignment,analyzes,concept similarity,heuristic,15
803,programming languages,uses,semantic description,heuristic,1
804,source language,base,semantic description,heuristic,1
805,semantic search engines,includes,social relationships,openie,1
806,resource description framework (rdf),supports,reasoning algorithms,openie,1
807,search engines,includes,resource description framework (rdf),openie,1
808,linked data,includes,ontology-based,openie,18
809,semantic metadata,selects,semantic search engine,heuristic,1
810,semantic web services,base,access control,heuristic,3
811,cloud services,proposes,linked data,heuristic,2
812,semantic search engines,is,semantic web technologies,heuristic,30
813,fuzzy logics,includes,ontology alignment,openie,1
814,efficient algorithm,selects,semantic web services,heuristic,2
815,domain-specific ontologies,includes,semantic description,openie,1
816,image search,conjunction,semantic search engines,heuristic,1
817,communication protocols,base,resource description framework (rdf),heuristic,1
818,semantic interoperability,includes,ontology alignment,openie,1
819,web contents,uses,linked data,heuristic,1
820,semantic web services,includes,data integration,openie,1
821,resource description framework (rdf),provides,ontology language,heuristic,15
822,semantic web services,includes,grid services,openie,2
823,resource description framework (rdf),produces,database systems,heuristic,16
824,semantic search engines,conjunction,ontology building,heuristic,1
825,testing and debugging,base,ontology alignment,heuristic,1
826,ontology alignment,includes,web applications,openie,3
827,linked data,includes,data integration,openie,6
828,linked data,includes,data publishing,openie,2
829,linked open data,links,linked data,heuristic,15
830,linked data,proposes,computer science,heuristic,3
831,semantic search engines,conjunction,document classification,heuristic,1
832,natural languages,converts,web ontology language,heuristic,2
833,web ontology language,improves,data management,heuristic,3
834,resource description framework (rdf),is,resource discovery,heuristic,3
835,ontology alignment,supports,knowledge exchange,openie,1
836,resource description framework (rdf),conjunction,testing and debugging,heuristic,1
837,web ontology language,provides,data integration,heuristic,4
838,caching,uses,resource description framework (rdf),heuristic,1
839,embedded,uses,resource description framework (rdf),heuristic,1
840,centrality measures,selects,resource description framework (rdf),heuristic,2
841,knowledge bases,represents,resource description framework (rdf),heuristic,16
842,resource description framework (rdf),includes,software agents,openie,2
843,semantic data,improves,semantic search engine,heuristic,2
844,semantic search engines,uses,web ontology language,heuristic,4
845,resource description framework (rdf),provides,internet,heuristic,15
846,ontology alignment,is,ontology learning,heuristic,4
847,web ontology language,includes,domain knowledge,openie,2
848,linked data,includes,user navigation,openie,1
849,semantic web services,base,graph theory,heuristic,1
850,resource description framework (rdf),includes,ontology-based,openie,51
851,knowledge-sharing,conjunction,linked data,heuristic,1
852,semantic search engine,includes,search engines,openie,5
853,resource description framework (rdf),supports,computer graphics equipment,heuristic,2
854,semantic description,provides,intelligent agents,heuristic,2
855,web ontology language,defines,continuous queries,heuristic,1
856,resource description framework (rdf),defines,ontology-based,openie,5
857,ontology-based,includes,web ontology language,openie,4
858,resource description framework (rdf),includes,knowledge exchange,openie,1
859,ontology alignment,includes,information retrieval,openie,4
860,knowledge representation,uses,semantic search engines,heuristic,7
861,linked data,proposes,user query,heuristic,4
862,ontology language,is,web ontology language,heuristic,3
863,semantic web services,includes,semantic relationships,openie,1
864,resource description framework (rdf),base,extensible markup language,heuristic,5
865,semantic search engines,base,wordnet,heuristic,1
866,ontology alignment,includes,virtual spaces,openie,1
867,resource description framework (rdf),includes,web contents,heuristic,10
868,semantic description,improves,multimedia contents,heuristic,2
869,web ontology language,uses,bayesian networks,heuristic,2
870,linked data,includes,reasoning algorithms,openie,2
871,web service composition,includes,semantic web services,openie,3
872,semantic search engines,base,semantic relationships,heuristic,7
873,web contents,produces,resource description framework (rdf),heuristic,5
874,business process execution language,supports,semantic web services,heuristic,1
875,ontology alignment,conjunction,web-mining,heuristic,1
876,semantic search engine,provides,dbpedia,heuristic,2
877,linked data,includes,linked data,openie,7
878,semantic description,includes,service compositions,openie,1
879,resource description framework (rdf),uses,embedded,heuristic,3
880,information systems,matches,ontology alignment,heuristic,6
881,universities,extends,web ontology language,heuristic,2
882,linked data,includes,computer science,openie,1
883,semantic search engines,conjunction,data mining,heuristic,1
884,web ontology language,includes,access control mechanism,openie,1
885,linked data,selects,learning objects,heuristic,2
886,resource description framework (rdf),provides,inference,heuristic,6
887,resource description framework (rdf),uses,gear,heuristic,1
888,web ontology language,is,context reasoning,heuristic,2
889,web ontology language,uses,relational database systems,heuristic,2
890,semantic search engines,includes,ontology-based,openie,4
891,ontology alignment,conjunction,semantic web technologies,heuristic,1
892,semantic search engine,acquires,database systems,heuristic,3
893,web ontology language,includes,intelligent agents,heuristic,2
894,reasoning algorithms,is,ontology alignment,heuristic,3
895,web ontology language,supports,software agents,heuristic,1
896,semantic memory,is,semantic web services,heuristic,1
897,resource description framework (rdf),includes,linked data,openie,7
898,linked data,provides,sparql,openie,1
899,semantic search engine,includes,image compression,openie,1
900,web ontology language,is,z,heuristic,1
901,semantic search engines,includes,semantic web services,openie,1
902,linked data,uses,facebook,heuristic,1
903,ontology alignment,includes,query expansion,openie,1
904,linked data,uses,natural languages,openie,1
905,semantic search engines,conjunction,vector space models,heuristic,1
906,ontology alignment,includes,ontology evolution,openie,1
907,microblogging,uses,resource description framework (rdf),heuristic,1
908,activity recognition,uses,web ontology language,heuristic,1
909,wordnet,includes,resource description framework (rdf),openie,1
910,semantic description,supports,model-driven architectures,heuristic,2
911,distributed ledgers,conjunction,linked data,heuristic,1
912,java,converts,web ontology language,heuristic,6
913,resource description framework (rdf),produces,programming languages,heuristic,2
914,cognitive science,includes,ontology alignment,openie,1
915,semantic search engines,base,hierarchical models,heuristic,2
916,semantic descriptions,uses,web 2.0,heuristic,2
917,semantic search engines,includes,adaptive hypermedia,openie,1
918,linked data,annotates,social networks,heuristic,3
919,resource description framework (rdf),uses,web ontology language,heuristic,237
920,resource description framework (rdf),includes,ajax,openie,2
921,web servers,provides,resource description framework (rdf),openie,1
922,resource description framework (rdf),includes,data integration,openie,1
923,semantic description,includes,semantic web services,openie,7
924,data integration,is,resource description framework (rdf),heuristic,7
925,semantic search engines,supports,learning,heuristic,2
926,web contents,uses,semantic search engine,heuristic,1
927,index structure,proposes,semantic search engines,heuristic,3
928,semantic web services,uses,business logic,heuristic,4
929,linked data,includes,source codes,openie,1
930,web ontology language,uses,information exchanges,heuristic,4
931,e - learnings,includes,semantic web services,openie,1
932,semantic description,acquires,knowledge bases,heuristic,2
933,linked data,provides,spamming,heuristic,2
934,fuzzy ontology,includes,web ontology language,heuristic,2
935,user query,proposes,resource description framework (rdf),heuristic,1
936,access control,includes,semantic web services,openie,4
937,mutual informations,includes,ontology alignment,openie,1
938,recommendation,uses,web ontology language,heuristic,6
939,resource description framework (rdf),produces,data exchange,heuristic,10
940,semantic web services,uses,ontology-based,openie,1
941,linked open data,includes,linked data,openie,1
942,web ontology language,provides,web contents,heuristic,2
943,information retrieval,conjunction,ontology alignment,heuristic,1
944,programming languages,includes,resource description framework (rdf),openie,1
945,semantic web technologies,includes,semantic description,openie,1
946,image features,matches,semantic description,heuristic,1
947,user query,includes,semantic web services,openie,1
948,ontology alignment,is,semantic web technologies,heuristic,30
949,ontology modeling,uses,web ontology language,heuristic,1
950,knowledge representation,produces,web ontology language,heuristic,14
951,web ontology language,uses,reasoning algorithms,heuristic,5
952,web ontology language,provides,description logics,heuristic,57
953,ontology evolution,includes,semantic descriptions,openie,2
954,web ontology language,uses,computer science,heuristic,1
955,semantic description,supports,knowledge discovery,heuristic,1
956,resource description framework (rdf),supports,software agents,heuristic,2
957,resource description framework (rdf),provides,sparql,heuristic,140
958,ontology alignment,extends,model-checking,heuristic,3
959,semantic web services,supports,automated reasoning,heuristic,6
960,distributed systems,is,web ontology language,heuristic,4
961,semantic search engine,improves,semantic relationships,heuristic,3
962,embedded,provides,ontology alignment,heuristic,1
963,linked data,includes,isi,heuristic,1
964,coloured petri nets,converts,web ontology language,heuristic,1
965,semantic web services,includes,information sharing,openie,1
966,software agents,uses,semantic web services,heuristic,12
967,network management,uses,semantic web services,heuristic,1
968,semantic web technologies,includes,resource description framework (rdf),openie,1
969,parallelism,includes,semantic search engines,openie,1
970,linked data,improves,knowledge transfer,heuristic,1
971,resource description framework (rdf),selects,web-mining,heuristic,1
972,semantic web services,includes,web service description,openie,8
973,semantic web services,lacks,reusability,heuristic,1
974,web ontology language,uses,fuzzy logics,heuristic,1
975,inference,base,web ontology language,heuristic,2
976,ontology alignment,includes,ontology construction,openie,1
977,web ontology language,produces,model-checking,heuristic,2
978,ontology alignment,selects,smart phones,heuristic,4
979,ontology alignment,is,ontology alignment,heuristic,7
980,semantic web services,includes,information technology,openie,1
981,storage systems,matches,semantic web services,heuristic,1
982,linked data,is,component-based software engineering,heuristic,3
983,linked open data,includes,ontology alignment,openie,1
984,undirected graph,represents,resource description framework (rdf),heuristic,5
985,verification,includes,semantic descriptions,openie,1
986,ontology alignment,includes,concept lattices,openie,1
987,formal specifications,includes,web ontology language,openie,3
988,semantic interoperability,defines,resource description framework (rdf),heuristic,1
989,linked data,includes,software engineering,openie,1
990,vocabulary,uses,semantic description,heuristic,1
991,web engineering,uses,resource description framework (rdf),heuristic,1
992,resource description framework (rdf),includes,extensible markup language,openie,3
993,semantic search engines,requires,verification,heuristic,2
994,link prediction,is,semantic search engines,heuristic,2
995,web ontology language,supports,expert systems,heuristic,3
996,linked data,provides,digital preservation,heuristic,1
997,linked data,includes,semantic metadata,openie,1
998,resource description framework (rdf),includes,data mining,openie,1
999,web ontology language,is,software design patterns,heuristic,2
1000,web ontology language,recommends,learning,heuristic,4
1001,ontology alignment,provides,embedded,heuristic,2
1002,semantic web technologies,uses,linked data,openie,1
1003,semantic descriptions,produces,transcoding,heuristic,1
1004,ontology alignment,includes,learning,openie,2
1005,service architecture,produces,ontology alignment,heuristic,1
1006,word sense disambiguation,includes,semantic search engines,openie,2
1007,web ontology language,conjunction,ontology technology,heuristic,2
1008,semantic search engine,requires,semantic metadata,heuristic,1
1009,hierarchical structures,provides,semantic search engines,heuristic,1
1010,system architectures,supports,semantic search engines,heuristic,1
1011,resource description framework (rdf),includes,web ontology language,openie,264
1012,ontology alignment,includes,semantic interoperability,openie,2
1013,semantic metadata,base,semantic web services,heuristic,1
1014,semantic web technologies,is,semantic search engines,heuristic,8
1015,semantic heterogeneity,includes,ontology alignment,openie,1
1016,semantic search engines,uses,semantic web technologies,heuristic,2
1017,ontology building,includes,semantic search engines,openie,2
1018,semantic web services,proposes,process modelling,heuristic,2
1019,resource discovery,combines,ontology alignment,heuristic,2
1020,resource description framework (rdf),requires,information fusion,heuristic,3
1021,ontology learning,conjunction,ontology alignment,heuristic,3
1022,formal models,includes,semantic search engines,openie,1
1023,inference,includes,semantic search engines,openie,1
1024,linked data,provides,knowledge discovery,heuristic,6
1025,ontology evaluation,includes,ontology alignment,openie,1
1026,system architectures,includes,semantic web services,openie,1
1027,linked data,includes,information needs,openie,1
1028,resource description framework (rdf),provides,retrieval performance,heuristic,1
1029,web ontology language,includes,semantic descriptions,openie,1
1030,semantic web rule languages,includes,web ontology language,openie,5
1031,ontology alignment,represents,faculty,heuristic,3
1032,communication,produces,semantic web services,heuristic,5
1033,linked data,includes,answering queries,openie,1
1034,social networks,conjunction,ontology alignment,heuristic,1
1035,resource description framework (rdf),is,component-based software engineering,heuristic,2
1036,web ontology language,represents,product configuration,heuristic,2
1037,database management,produces,semantic web services,heuristic,1
1038,linked data,is,user interfaces,heuristic,7
1039,semantic search engines,uses,inference,heuristic,3
1040,web ontology language,supports,interpretability,heuristic,1
1041,ontology alignment,reuses,ontology-based,openie,2
1042,semantic relationships,represents,semantic search engines,heuristic,15
1043,resource description framework (rdf),is,semantic web technologies,heuristic,87
1044,semantic search engines,selects,digital libraries,heuristic,2
1045,semantic web services,conjunction,recommendation,heuristic,1
1046,virtual reality,base,resource description framework (rdf),heuristic,1
1047,image annotation,includes,semantic web services,openie,1
1048,context models,includes,linked data,openie,1
1049,semantic search engines,conjunction,information integration,heuristic,2
1050,linked data,includes,visualization,openie,1
1051,semantic description,uses,ontology-based,openie,1
1052,ontology alignment,conjunction,ontology alignment,heuristic,4
1053,semantic descriptions,includes,service ontology,heuristic,5
1054,service compositions,includes,semantic web services,openie,2
1055,semantic search engine,provides,ontology-based,heuristic,19
1056,semantic web services,includes,knowledge representation,openie,1
1057,web ontology language,selects,web contents,heuristic,3
1058,re-engineering,provides,web ontology language,heuristic,4
1059,html5,conjunction,linked data,heuristic,1
1060,semantic description,uses,knowledge acquisition,heuristic,1
1061,linked data,conjunction,twitter,heuristic,1
1062,semantic web services,includes,ontology technology,openie,1
1063,inference,conjunction,semantic search engines,heuristic,1
1064,user profiles,defines,resource description framework (rdf),heuristic,1
1065,web applications,produces,linked data,heuristic,8
1066,electronic documents,represents,resource description framework (rdf),heuristic,1
1067,logic programming,includes,web ontology language,openie,1
1068,linked data,includes,keyword search,openie,2
1069,semantic web services,proposes,robots,heuristic,5
1070,sparql,is,resource description framework (rdf),heuristic,151
1071,semantic search engines,uses,resource description framework (rdf),heuristic,3
1072,ontology building,conjunction,semantic search engines,heuristic,1
1073,semantic search engines,includes,knowledge-sharing,openie,1
1074,keyword search,produces,semantic search engines,heuristic,6
1075,artificial intelligence,includes,semantic web services,openie,1
1076,verification,uses,web ontology language,heuristic,2
1077,ontology construction,includes,ontology alignment,heuristic,1
1078,semantic search engines,includes,smart phones,openie,1
1079,probabilistic models,includes,resource description framework (rdf),openie,1
1080,ontology integration,conjunction,ontology alignment,heuristic,1
1081,personalizations,conjunction,semantic search engines,heuristic,1
1082,vocabulary,represents,resource description framework (rdf),heuristic,15
1083,web ontology language,proposes,universities,heuristic,2
1084,collaborative designs,uses,semantic web services,heuristic,2
1085,ontology alignment,converts,web service composition,heuristic,2
1086,resource description framework (rdf),includes,inference,openie,2
1087,on-line communities,produces,web ontology language,heuristic,4
1088,web ontology language,uses,relational database systems,heuristic,10
1089,semantic search engines,improves,keyword search,heuristic,9
1090,linked data,is,relational database systems,heuristic,8
1091,ontology development,includes,ontology alignment,openie,2
1092,education,base,resource description framework (rdf),heuristic,3
1093,ontology language,includes,web ontology language,openie,1
1094,spatial databases,acquires,semantic description,heuristic,2
1095,semantic web services,proposes,digital libraries,heuristic,1
1096,ontology alignment,uses,knowledge bases,heuristic,1
1097,semantic description,includes,cloud services,openie,1
1098,database systems,includes,linked data,openie,1
1099,architecture reconstruction,uses,resource description framework (rdf),heuristic,1
1100,linked open data,includes,semantic search engine,openie,1
1101,ontology alignment,uses,software agents,heuristic,1
1102,data cleaning,produces,semantic descriptions,heuristic,2
1103,resource description framework (rdf),includes,query processing,openie,1
1104,semantic description,supports,personalizations,heuristic,1
1105,agent technology,uses,semantic web services,heuristic,7
1106,semantic description,matches,data warehouses,heuristic,1
1107,web ontology language,uses,semantic web technologies,heuristic,19
1108,semantic interoperability,includes,ontology alignment,openie,2
1109,resource description framework (rdf),supports,semantic wikis,heuristic,2
1110,ontology construction,includes,ontology alignment,openie,1
1111,semantic web services,includes,user profiles,openie,1
1112,semantic web services,includes,mobile computing,openie,1
1113,semantic web services,requires,privacy,heuristic,1
1114,web ontology language,represents,information systems,heuristic,4
1115,linked data,includes,semantic web technologies,openie,10
1116,resource description framework (rdf),improves,distributed environments,heuristic,1
1117,semantic web services,includes,ontology construction,openie,1
1118,reasoning algorithms,uses,web ontology language,openie,1
1119,semantic search engines,includes,knowledge discovery,openie,3
1120,semantic web services,conjunction,information integration,heuristic,2
1121,semantic relationships,includes,semantic web services,openie,8
1122,semantic web services,provides,web services discovery,heuristic,22
1123,web ontology language,produces,semantic web services,heuristic,8
1124,ontology alignment,analyzes,semantic similarity measures,heuristic,6
1125,data mining,includes,ontology alignment,openie,2
1126,smart phones,proposes,semantic search engines,heuristic,1
1127,grid computing,includes,semantic web services,openie,1
1128,linked data,defines,data warehousing,heuristic,2
1129,deterministic,includes,resource description framework (rdf),heuristic,1
1130,ontology alignment,is,information exchanges,heuristic,1
1131,semantic web technologies,includes,linked data,openie,2
1132,linked data,proposes,cloud services,heuristic,3
1133,data integration,includes,ontology alignment,openie,1
1134,semantic search engines,includes,information contents,openie,1
1135,petri nets,supports,resource description framework (rdf),heuristic,2
1136,ontology alignment,conjunction,sentence similarity,heuristic,2
1137,web ontology language,includes,uml profiles,heuristic,6
1138,web ontology language,proposes,distributed query processing,heuristic,2
1139,ontology alignment,includes,information retrieval,openie,1
1140,collaborative designs,produces,web ontology language,heuristic,3
1141,semantic web services,conjunction,search engines,heuristic,1
1142,ontology alignment,is,spatial data infrastructure,heuristic,2
1143,resource description framework (rdf),selects,parsing algorithm,heuristic,3
1144,semantic web services,provides,service compositions,heuristic,12
1145,semantic description,includes,grid services,openie,1
1146,linked data,conjunction,controlled vocabulary,heuristic,7
1147,distributed systems,includes,semantic web services,openie,1
1148,semantic web services,includes,business process modelling,openie,1
1149,semantic similarity measures,is,ontology alignment,heuristic,6
1150,relational database systems,includes,resource description framework (rdf),openie,6
1151,resource description framework (rdf),uses,semantic web technologies,heuristic,6
1152,resource description framework (rdf),produces,learning,heuristic,1
1153,knowledge acquisition,conjunction,ontology alignment,heuristic,1
1154,linked data,produces,semantic metadata,heuristic,2
1155,testing and debugging,conjunction,resource description framework (rdf),heuristic,1
1156,semantic web services,includes,search engines,openie,4
1157,linked data,links,semantic web services,heuristic,1
1158,semantic web technologies,produces,ontology alignment,heuristic,3
1159,data integration,proposes,ontology alignment,heuristic,14
1160,modeling languages,selects,resource description framework (rdf),heuristic,2
1161,web ontology language,includes,controlled natural language,openie,1
1162,semantic description,analyzes,semantic distance,heuristic,6
1163,ontology alignment,selects,inference,heuristic,3
1164,semantic web services,includes,business processes,openie,2
1165,semantic web services,maintains,fuzzy synthetic evaluation,heuristic,1
1166,web ontology language,defines,dynamic logic,heuristic,2
