;s;p;o;source;support
919;resource discovery;uses;web ontology language;luanyi;1
516;robots;uses;semantic web services;heuristic;2
127;schema integration;conjunction;ontology alignment;luanyi;2
446;schema matching;conjunction;ontology alignment;luanyi;1
634;scientific data;uses;linked data;luanyi;1
956;search engines;links;linked data;heuristic;9
5;search engines;conjunction;ontology alignment;luanyi;1
497;search engines;provides;semantic search engine;heuristic;17
915;search engines;includes;semantic search engines;luanyi;4
515;search engines;uses;semantic web services;luanyi;2
637;search engines;uses;web ontology language;luanyi;2
186;security models;uses;resource description framework (rdf);luanyi;1
153;semantic data;conjunction;linked data;luanyi;1
183;semantic data;uses;ontology alignment;luanyi;1
331;semantic data;uses;web ontology language;heuristic;2
748;semantic description;conjunction;biometrics;heuristic;1
231;semantic description;uses;component-based software engineering;heuristic;11
509;semantic description;uses;description logics;luanyi;1
47;semantic description;uses;digital libraries;luanyi;1
249;semantic description;produces;engine;heuristic;16
115;semantic description;uses;formal specifications;luanyi;1
104;semantic description;uses;fuzzy logics;luanyi;1
143;semantic description;learns;learning;heuristic;11
343;semantic description;uses;model-driven architectures;luanyi;1
453;semantic description;uses;ontologies;luanyi;6
708;semantic description;uses;ontology alignment;heuristic;1
448;semantic description;uses;ontology language;luanyi;2
364;semantic description;uses;parallel programming;heuristic;2
675;semantic description;supports;reasoning algorithms;openie;1
812;semantic description;uses;semantic descriptions;luanyi;1
130;semantic description;uses;semantic relationships;luanyi;1
259;semantic description;uses;semantic web technologies;luanyi;1
132;semantic description;uses;web ontology language;openie;1
667;semantic description;uses;wordnet;luanyi;1
463;semantic descriptions;supports;business services;openie;1
917;semantic descriptions;is;component-based software engineering;openie;1
270;semantic descriptions;uses;heterogeneous databases;luanyi;1
595;semantic descriptions;conjunction;intelligent agents;luanyi;3
914;semantic descriptions;uses;ontologies;luanyi;3
866;semantic descriptions;uses;semantic description;heuristic;1
254;semantic descriptions;uses;semantic descriptions;luanyi;2
7;semantic descriptions;is;semantic relationships;luanyi;1
752;semantic descriptions;conjunction;semantic search engine;luanyi;1
790;semantic descriptions;uses;semantic web technologies;openie;1
738;semantic descriptions;conjunction;verification;luanyi;2
689;semantic desktop;uses;linked data;heuristic;1
449;semantic desktop;uses;semantic search engines;luanyi;1
633;semantic distance;uses;linked data;luanyi;1
640;semantic heterogeneity;uses;ontology alignment;luanyi;1
389;semantic heterogeneity;uses;semantic web services;luanyi;1
624;semantic interoperability;uses;ontology alignment;luanyi;10
319;semantic interoperability;conjunction;semantic search engines;luanyi;1
947;semantic interoperability;uses;semantic web services;luanyi;1
430;semantic interoperability;uses;web ontology language;luanyi;2
431;semantic metadata;uses;resource description framework (rdf);heuristic;1
500;semantic relationships;uses;linked data;luanyi;2
367;semantic relationships;uses;ontology alignment;luanyi;1
799;semantic relationships;uses;semantic description;luanyi;1
475;semantic relationships;conjunction;semantic descriptions;luanyi;1
295;semantic relationships;conjunction;semantic search engine;luanyi;1
492;semantic relationships;conjunction;semantic search engines;luanyi;10
133;semantic relationships;uses;semantic web services;luanyi;4
94;semantic relationships;conjunction;web ontology language;luanyi;2
499;semantic search engine;includes;component-based software engineering;luanyi;1
412;semantic search engine;uses;database systems;luanyi;1
981;semantic search engine;uses;description logics;luanyi;1
562;semantic search engine;uses;engine;heuristic;17
92;semantic search engine;is;information technology;luanyi;1
273;semantic search engine;uses;knowledge bases;heuristic;4
881;semantic search engine;uses;linked data;luanyi;1
597;semantic search engine;uses;natural language interfaces;luanyi;4
844;semantic search engine;uses;ontologies;luanyi;5
225;semantic search engine;uses;ontology technology;luanyi;1
716;semantic search engine;conjunction;recommendation systems;luanyi;1
54;semantic search engine;conjunction;search engines;luanyi;5
513;semantic search engine;uses;semantic data;luanyi;1
299;semantic search engine;uses;semantic relationships;luanyi;2
566;semantic search engine;uses;semantic search engines;luanyi;2
368;semantic search engine;uses;semantic web technologies;luanyi;3
118;semantic search engine;uses;user interfaces;luanyi;1
237;semantic search engine;uses;wordnet;luanyi;1
437;semantic search engines;conjunction;adaptive hypermedia;luanyi;1
277;semantic search engines;conjunction;agent technology;luanyi;1
840;semantic search engines;conjunction;artificial intelligence;luanyi;1
471;semantic search engines;conjunction;audio;luanyi;2
406;semantic search engines;uses;automatic image annotation;luanyi;1
490;semantic search engines;conjunction;cloud computing;luanyi;3
801;semantic search engines;is;component-based software engineering;openie;1
384;semantic search engines;conjunction;data integration;luanyi;1
8;semantic search engines;conjunction;data mining;luanyi;1
369;semantic search engines;conjunction;database systems;luanyi;1
88;semantic search engines;uses;description logics;luanyi;1
871;semantic search engines;uses;digital images;heuristic;1
58;semantic search engines;conjunction;document classification;heuristic;1
210;semantic search engines;uses;domain-specific ontologies;luanyi;5
262;semantic search engines;conjunction;education;luanyi;1
469;semantic search engines;uses;electronic documents;luanyi;1
867;semantic search engines;uses;email;luanyi;1
727;semantic search engines;uses;engine;heuristic;47
994;semantic search engines;uses;fuzzy description logic;heuristic;2
828;semantic search engines;uses;graph matchings;luanyi;1
969;semantic search engines;uses;hierarchical models;luanyi;2
709;semantic search engines;conjunction;image search;luanyi;1
950;semantic search engines;uses;index structure;luanyi;1
197;semantic search engines;uses;inference;luanyi;2
128;semantic search engines;executes;information extraction;heuristic;9
417;semantic search engines;conjunction;information fusion;luanyi;1
439;semantic search engines;uses;information retrieval;heuristic;34
657;semantic search engines;conjunction;interactive visualizations;luanyi;1
891;semantic search engines;produces;internet;heuristic;11
165;semantic search engines;conjunction;keyword search;luanyi;4
111;semantic search engines;provides;knowledge bases;heuristic;25
906;semantic search engines;conjunction;knowledge discovery;luanyi;1
440;semantic search engines;conjunction;knowledge management;luanyi;1
843;semantic search engines;uses;knowledge representation;luanyi;1
660;semantic search engines;learns;learning;heuristic;24
218;semantic search engines;conjunction;linked data;luanyi;1
953;semantic search engines;uses;linked open data;heuristic;8
581;semantic search engines;conjunction;machine learning techniques;luanyi;1
587;semantic search engines;conjunction;machine translation systems;luanyi;1
10;semantic search engines;uses;map-reduce;luanyi;1
461;semantic search engines;uses;mobile agents;luanyi;1
202;semantic search engines;conjunction;mobile computing;luanyi;1
894;semantic search engines;uses;mobile devices;luanyi;2
683;semantic search engines;uses;mobile phones;luanyi;2
124;semantic search engines;uses;named entity recognition;luanyi;1
649;semantic search engines;is;natural language processing systems;luanyi;1
226;semantic search engines;conjunction;natural language understanding;luanyi;1
310;semantic search engines;provides;natural languages;heuristic;9
621;semantic search engines;uses;ontologies;luanyi;16
459;semantic search engines;conjunction;ontology alignment;luanyi;1
444;semantic search engines;conjunction;ontology building;heuristic;1
326;semantic search engines;conjunction;ontology construction;luanyi;1
724;semantic search engines;conjunction;ontology evolution;luanyi;1
979;semantic search engines;conjunction;ontology learning;luanyi;2
296;semantic search engines;uses;parallelism;luanyi;1
655;semantic search engines;conjunction;personalizations;luanyi;2
190;semantic search engines;conjunction;pervasive;heuristic;1
443;semantic search engines;uses;pervasive computing;luanyi;1
697;semantic search engines;conjunction;question answering systems;luanyi;4
944;semantic search engines;uses;rdf data;luanyi;1
16;semantic search engines;conjunction;reasoning algorithms;luanyi;2
631;semantic search engines;conjunction;recommendation;luanyi;1
28;semantic search engines;uses;resource description framework (rdf);luanyi;1
99;semantic search engines;uses;search engines;luanyi;11
86;semantic search engines;conjunction;semantic interoperability;luanyi;1
306;semantic search engines;conjunction;semantic relationships;luanyi;1
564;semantic search engines;uses;semantic search engine;luanyi;2
83;semantic search engines;conjunction;semantic search engines;luanyi;6
636;semantic search engines;uses;semantic similarity measures;heuristic;13
272;semantic search engines;uses;semantic web services;heuristic;6
771;semantic search engines;is;semantic web technologies;luanyi;1
409;semantic search engines;uses;social networks;luanyi;2
410;semantic search engines;conjunction;social search;luanyi;1
285;semantic search engines;conjunction;social software;luanyi;1
896;semantic search engines;uses;spatial data infrastructure;luanyi;1
785;semantic search engines;provides;speech recognition;heuristic;10
479;semantic search engines;uses;text mining;luanyi;1
57;semantic search engines;uses;user query;luanyi;1
282;semantic search engines;conjunction;validation;heuristic;1
82;semantic search engines;conjunction;vector space models;luanyi;1
762;semantic search engines;requires;verification;openie;1
872;semantic search engines;conjunction;visualization;luanyi;1
250;semantic search engines;uses;web ontology language;luanyi;2
857;semantic search engines;improves;web searches;openie;1
719;semantic search engines;conjunction;web services discovery;heuristic;1
241;semantic search engines;conjunction;wiki;luanyi;1
615;semantic search engines;conjunction;wordnet;luanyi;1
136;semantic similarity measures;uses;ontology alignment;luanyi;1
9;semantic web rule languages;is;web ontology language;luanyi;1
747;semantic web service discovery;uses;ontology alignment;luanyi;2
873;semantic web service discovery;conjunction;semantic search engines;luanyi;1
817;semantic web services;uses;access control;luanyi;3
39;semantic web services;uses;agent technology;luanyi;2
376;semantic web services;uses;answering queries;heuristic;1
889;semantic web services;uses;artificial intelligence;heuristic;5
438;semantic web services;requires;authentication;openie;1
433;semantic web services;supports;automated reasoning;openie;2
826;semantic web services;uses;automatic composition;luanyi;1
682;semantic web services;supports;automation;openie;6
12;semantic web services;uses;bayesian classification;luanyi;1
987;semantic web services;conjunction;blogging;luanyi;2
952;semantic web services;conjunction;blogs;luanyi;1
175;semantic web services;uses;business logic;luanyi;1
986;semantic web services;uses;business process execution language;luanyi;4
180;semantic web services;conjunction;cloud computing;heuristic;1
6;semantic web services;uses;collaborative filtering algorithms;luanyi;1
422;semantic web services;uses;collaborative tagging;luanyi;1
616;semantic web services;conjunction;communication;luanyi;2
535;semantic web services;includes;component-based software engineering;luanyi;1
663;semantic web services;uses;database management;luanyi;1
691;semantic web services;uses;description logics;luanyi;6
358;semantic web services;uses;distributed applications;luanyi;1
870;semantic web services;uses;distributed architectures;luanyi;1
300;semantic web services;uses;distributed systems;luanyi;1
720;semantic web services;provides;dynamic composition;heuristic;10
356;semantic web services;provides;engineering;heuristic;10
162;semantic web services;uses;explicit knowledge;heuristic;2
543;semantic web services;uses;formal models;luanyi;2
119;semantic web services;conjunction;grid services;luanyi;2
922;semantic web services;is;information integration;luanyi;1
606;semantic web services;uses;information theory;heuristic;1
644;semantic web services;supports;intelligent agents;heuristic;9
647;semantic web services;uses;knowledge acquisition;luanyi;3
23;semantic web services;conjunction;knowledge engineering;luanyi;1
305;semantic web services;conjunction;knowledge management;luanyi;1
432;semantic web services;conjunction;knowledge representation;luanyi;1
642;semantic web services;uses;learning;heuristic;24
271;semantic web services;uses;linear logic;heuristic;3
556;semantic web services;uses;mashup;luanyi;1
377;semantic web services;uses;matching algorithm;luanyi;2
50;semantic web services;conjunction;mobile computing;luanyi;1
167;semantic web services;uses;mobile devices;luanyi;1
741;semantic web services;uses;modeling languages;luanyi;2
52;semantic web services;conjunction;multi-agents;luanyi;1
646;semantic web services;uses;natural languages;heuristic;5
236;semantic web services;uses;ontologies;luanyi;21
847;semantic web services;uses;ontology alignment;luanyi;2
35;semantic web services;uses;ontology evolution;luanyi;1
269;semantic web services;uses;ontology integration;luanyi;1
370;semantic web services;uses;ontology language;luanyi;1
488;semantic web services;conjunction;ontology technology;luanyi;1
864;semantic web services;provides;open source software;heuristic;9
312;semantic web services;conjunction;p2p computing;luanyi;1
659;semantic web services;acquires;petri nets;heuristic;10
550;semantic web services;requires;privacy;openie;1
901;semantic web services;represents;programming models;openie;1
393;semantic web services;conjunction;query processing;heuristic;1
596;semantic web services;conjunction;reasoning algorithms;luanyi;2
542;semantic web services;uses;reference architectures;luanyi;1
903;semantic web services;uses;resource description framework (rdf);luanyi;1
892;semantic web services;includes;semantic description;luanyi;2
252;semantic web services;uses;semantic interoperability;luanyi;2
858;semantic web services;uses;semantic relationships;luanyi;4
125;semantic web services;conjunction;semantic search engine;luanyi;1
191;semantic web services;uses;semantic search engines;luanyi;1
293;semantic web services;conjunction;semantic web service discovery;luanyi;1
452;semantic web services;uses;semantic web services;luanyi;18
286;semantic web services;is;semantic web technologies;luanyi;2
59;semantic web services;conjunction;semantic wikis;luanyi;3
402;semantic web services;uses;service compositions;luanyi;2
69;semantic web services;provides;service execution;heuristic;9
769;semantic web services;uses;service management;heuristic;5
457;semantic web services;produces;service matching;heuristic;9
185;semantic web services;uses;service-oriented computing;luanyi;3
883;semantic web services;proposes;services discovery;heuristic;12
404;semantic web services;includes;services selection;luanyi;1
323;semantic web services;uses;shortest paths;luanyi;1
415;semantic web services;conjunction;social networks;luanyi;6
345;semantic web services;conjunction;software agents;luanyi;3
662;semantic web services;uses;sparql;luanyi;1
309;semantic web services;supports;supply chain coordination;openie;1
645;semantic web services;uses;system architectures;luanyi;1
160;semantic web services;uses;text clustering;luanyi;1
746;semantic web services;uses;tool support;luanyi;1
541;semantic web services;uses;uml profiles;luanyi;1
75;semantic web services;conjunction;user profiles;luanyi;1
930;semantic web services;uses;user query;luanyi;1
819;semantic web services;uses;visual programming;luanyi;1
961;semantic web services;uses;visualization;luanyi;1
232;semantic web services;uses;web 2.0;luanyi;1
611;semantic web services;uses;web of data;luanyi;1
612;semantic web services;uses;web ontology language;luanyi;4
222;semantic web services;proposes;web service composition;heuristic;19
878;semantic web services;uses;web service description;luanyi;2
685;semantic web services;uses;web services discovery;luanyi;2
407;semantic web services;uses;wi-fi;heuristic;3
933;semantic web technologies;conjunction;linked data;luanyi;17
965;semantic web technologies;includes;ontology alignment;luanyi;1
853;semantic web technologies;conjunction;resource description framework (rdf);luanyi;1
954;semantic web technologies;includes;semantic description;luanyi;1
498;semantic web technologies;conjunction;semantic descriptions;luanyi;3
693;semantic web technologies;uses;semantic search engine;luanyi;2
941;semantic web technologies;uses;semantic web services;luanyi;4
146;semantic web technologies;conjunction;web ontology language;luanyi;4
34;semantic wikis;conjunction;semantic search engines;luanyi;3
365;sensor networks;uses;ontology alignment;luanyi;1
317;sensor networks;conjunction;semantic web services;heuristic;1
478;sentence similarity;conjunction;ontology alignment;heuristic;2
578;service architecture;uses;resource description framework (rdf);heuristic;1
194;service compositions;conjunction;ontology alignment;luanyi;3
560;service compositions;uses;semantic description;luanyi;1
176;service compositions;proposes;semantic web services;heuristic;9
995;service execution;is;semantic web services;luanyi;1
87;service matching;uses;semantic web services;luanyi;2
932;service ontology;proposes;semantic web services;heuristic;13
570;service orchestration;conjunction;ontology alignment;luanyi;1
195;services discovery;selects;semantic web services;heuristic;9
1;services selection;uses;semantic web services;luanyi;1
159;smart phones;uses;semantic search engines;luanyi;1
42;social networks;conjunction;ontology alignment;luanyi;1
865;social networks;uses;web ontology language;luanyi;2
824;social relationships;uses;semantic search engines;luanyi;1
216;software agents;uses;semantic description;luanyi;1
227;software agents;uses;semantic web services;heuristic;13
656;software agents;publishes;web ontology language;heuristic;11
122;software design;uses;web ontology language;heuristic;3
715;software design patterns;uses;web ontology language;heuristic;1
921;software development life cycle;uses;semantic web services;luanyi;1
710;software engineering;uses;linked data;luanyi;1
447;software maintenance;uses;ontology alignment;luanyi;1
879;sparql;links;linked data;heuristic;59
789;sparql;is;resource description framework (rdf);luanyi;4
423;sparql;conjunction;semantic descriptions;luanyi;1
425;sparql;conjunction;web ontology language;luanyi;7
925;spatial data;uses;linked data;luanyi;2
134;spatial databases;conjunction;ontology alignment;heuristic;1
260;speech recognition;conjunction;semantic search engines;luanyi;1
942;star schema;uses;web ontology language;luanyi;1
768;stream data;uses;linked data;heuristic;11
734;supervised machine learning;uses;resource description framework (rdf);heuristic;1
251;supervised machine learning;uses;web ontology language;luanyi;1
314;supply chain coordination;uses;semantic web services;luanyi;2
984;telecommunications industry;uses;semantic web services;luanyi;2
465;testing and debugging;conjunction;ontology alignment;heuristic;1
793;text clustering;uses;semantic search engine;luanyi;1
233;text mining;conjunction;linked data;heuristic;2
549;text mining;conjunction;ontology alignment;heuristic;1
897;text mining;uses;semantic web services;luanyi;1
275;twitter;is;linked data;luanyi;1
943;ubiquitous computing environment;uses;web ontology language;heuristic;5
510;uml models;visualizes;web ontology language;heuristic;9
235;universities;links;linked data;heuristic;17
363;user experience;uses;semantic search engine;luanyi;1
676;user interfaces;links;linked data;heuristic;13
617;user navigation;uses;semantic search engines;luanyi;1
580;user profiling;conjunction;semantic search engines;heuristic;1
755;user query;uses;ontology alignment;luanyi;1
868;user query;uses;semantic search engine;luanyi;1
784;user query;uses;semantic search engines;luanyi;1
347;user query;uses;web ontology language;heuristic;6
935;validation;conjunction;ontology alignment;luanyi;1
593;validation;uses;resource description framework (rdf);heuristic;1
877;validation;uses;semantic description;heuristic;7
208;validation;conjunction;semantic search engines;heuristic;1
971;validation;uses;web ontology language;heuristic;1
670;verification;uses;web ontology language;heuristic;2
999;visualization;links;linked data;heuristic;17
485;vocabulary;conjunction;linked data;luanyi;1
441;vocabulary;defines;resource description framework (rdf);heuristic;14
360;vocabulary;converts;web ontology language;heuristic;10
496;voicexml;conjunction;resource description framework (rdf);luanyi;4
610;voicexml;conjunction;web ontology language;luanyi;4
206;web applications;uses;linked data;luanyi;4
945;web applications;uses;ontology alignment;luanyi;1
658;web applications;uses;resource description framework (rdf);luanyi;2
604;web applications;uses;web ontology language;luanyi;1
761;web browsing;uses;linked data;luanyi;1
48;web contents;uses;linked data;luanyi;2
501;web contents;uses;resource description framework (rdf);luanyi;1
800;web contents;uses;semantic description;luanyi;1
91;web contents;uses;semantic search engine;luanyi;1
116;web contents;uses;semantic search engines;luanyi;1
494;web contents;uses;semantic web services;luanyi;1
209;web contents;uses;web ontology language;luanyi;2
559;web crawlers;conjunction;resource description framework (rdf);luanyi;1
107;web engineering;uses;resource description framework (rdf);luanyi;2
336;web engineering;uses;semantic web services;luanyi;1
567;web information;uses;semantic web services;heuristic;2
403;web of data;uses;resource description framework (rdf);luanyi;2
757;web of data;uses;semantic search engine;luanyi;1
533;web ontology language;provides;access control;openie;1
794;web ontology language;supports;business intelligence;heuristic;1
229;web ontology language;conjunction;coloured petri nets;luanyi;1
318;web ontology language;includes;component-based software engineering;heuristic;10
767;web ontology language;is;computer science;luanyi;1
805;web ontology language;supports;context reasoning;heuristic;11
557;web ontology language;conjunction;controlled natural language;luanyi;1
506;web ontology language;provides;data integration;openie;1
518;web ontology language;uses;description logics;luanyi;8
281;web ontology language;defines;domain knowledge;heuristic;22
937;web ontology language;includes;domain-specific ontologies;luanyi;1
476;web ontology language;defines;engine;heuristic;11
627;web ontology language;is;expert systems;luanyi;1
93;web ontology language;is;extensible markup language;heuristic;1
772;web ontology language;is;fuzzy extension;luanyi;1
970;web ontology language;uses;fuzzy logics;luanyi;1
434;web ontology language;is;haptics;heuristic;1
928;web ontology language;conjunction;inference;luanyi;3
558;web ontology language;represents;internet;heuristic;18
193;web ontology language;conjunction;java;luanyi;2
985;web ontology language;includes;knowledge bases;luanyi;1
926;web ontology language;uses;knowledge engineering;luanyi;1
147;web ontology language;is;knowledge management;luanyi;1
72;web ontology language;uses;knowledge representation;luanyi;1
750;web ontology language;conjunction;linked data;luanyi;1
121;web ontology language;is;logic programming;luanyi;1
304;web ontology language;is;mass customization;heuristic;2
18;web ontology language;conjunction;object constraint language;luanyi;1
131;web ontology language;includes;ontologies;luanyi;13
680;web ontology language;includes;ontology construction;luanyi;2
333;web ontology language;is;ontology language;luanyi;5
64;web ontology language;provides;ontology modeling;openie;1
470;web ontology language;conjunction;optimization;luanyi;1
765;web ontology language;conjunction;pattern recognition;heuristic;1
239;web ontology language;conjunction;pervasive computing;luanyi;1
982;web ontology language;provides;query processing;heuristic;7
383;web ontology language;supports;reasoning algorithms;openie;1
822;web ontology language;is;recommendation;openie;1
442;web ontology language;uses;relational data models;luanyi;1
554;web ontology language;uses;relational database systems;luanyi;1
577;web ontology language;conjunction;resource description framework (rdf);luanyi;4
198;web ontology language;supports;search engines;openie;1
339;web ontology language;is;semantic description;luanyi;1
458;web ontology language;conjunction;semantic relationships;luanyi;3
359;web ontology language;conjunction;semantic web rule languages;luanyi;50
671;web ontology language;includes;semantic web services;luanyi;1
29;web ontology language;is;semantic web technologies;luanyi;43
845;web ontology language;conjunction;sparql;luanyi;31
678;web ontology language;provides;tool support;heuristic;4
287;web ontology language;uses;uml profiles;luanyi;1
776;web ontology language;is;vocabulary;luanyi;2
184;web ontology language;provides;web contents;heuristic;2
65;web ontology language;uses;web of data;luanyi;1
605;web ontology language;conjunction;web ontology language;luanyi;3
484;web ontology language;produces;world wide web;heuristic;15
372;web searches;uses;resource description framework (rdf);luanyi;1
421;web searches;uses;semantic search engines;luanyi;3
142;web service composition;conjunction;ontology alignment;luanyi;1
344;web service composition;conjunction;semantic web services;luanyi;2
690;web services discovery;conjunction;ontology alignment;luanyi;1
390;web services discovery;uses;semantic description;luanyi;1
751;web services discovery;uses;semantic web services;luanyi;1
973;web-mining;conjunction;ontology alignment;luanyi;1
353;web-mining;conjunction;semantic search engines;luanyi;1
242;wiki;is;linked data;luanyi;1
911;wiki;provides;semantic search engines;openie;1
332;word sense disambiguation;conjunction;ontology alignment;luanyi;1
182;word sense disambiguation;conjunction;semantic search engines;luanyi;2
688;wordnet;is;web ontology language;luanyi;2
839;world wide web;publishes;resource description framework (rdf);heuristic;9
728;world wide web;is;semantic search engine;luanyi;1
426;xacml;is;web ontology language;luanyi;1
155;xml data;converts;resource description framework (rdf);heuristic;12
520;xml schemas;conjunction;resource description framework (rdf);luanyi;7
623;xml schemas;conjunction;web ontology language;luanyi;2
154;xpath;conjunction;resource description framework (rdf);luanyi;1
586;zig-bee;conjunction;web ontology language;luanyi;1
